"Countries"	"Type"	"IMPORTATIONS"	"REL_IMP"	"EXPORTATIONS"	"REL_EXP"	"Cropland.2001"	"Cropland.2015"	"var.cropland.01.15"	"Prop_dep.crops.Exp"	"VP.production"	"dependent.production"	"non.dependent.production"	"total.production"	"VP.cons"	"VNP.non.dep.cons"	"dep.cons"	"non.dep.cons"	"total.cons"	"dep.imp.VP.cons"	"dep.imp.non.dep.cons"	"dep.imp.cons"	"cropland.adj.to.vegetation"	"PropCropNearNature_600m_mean"	"PropCropNearNature_600m2001"	"PropCropNearNature_600m2015"	"total.cropland"	"Contact"	"NoContact"	"avg.HDI"	"HDI_exp"	"HDI_imp"	"population"	"country.area.2015"	"forest.land.2015"	"part.protectedland.total.land"
"Algeria"	"VNP"	"9715275.20562106"	"0.0212253159779786"	"20466.2818234506"	"5.03252893813388e-05"	"1700855.8941931"	"2128305.05053123"	"1.25131415177352"	"7.08350916015597"	"1443695.67406265"	"13870609.5"	"13870609.5"	"13798662.7857143"	"1575340.39312218"	"13072255.3211635"	"14647595.7142857"	"22920076.9285714"	"23625116.4285714"	"0.00558757676055926"	"0.383803689795875"	"0.0330104404927649"	"0.364571311560517"	"0.364571311560517"	"0.41697221001573"	"0.33113765312097"	"67378089902.0587"	"24475830420.5727"	"42902259481.4861"	0.705533333	0.73835997	0.778862234	35073317	238174	1956	0.008212483
"Algeria"	"Non pollinator dependent"	"9067406.85714286"	"0.0299289320776012"	"17939.4285714286"	"6.7366935823936e-05"	"2917281"	"3650435"	"1.25131415177352"	"1"	"1443695.67406265"	"13870609.5"	"13870609.5"	"13798662.7857143"	"1575340.39312218"	"13072255.3211635"	"14647595.7142857"	"22920076.9285714"	"23625116.4285714"	"0.00558757676055926"	"0.383803689795875"	"0.0330104404927649"	"0.364571311560517"	"0.364571311560517"	"0.41697221001573"	"0.33113765312097"	"67378089902.0587"	"24475830420.5727"	"42902259481.4861"	0.705533333	0.73835997	0.778862234	35073317	238174	1956	0.008212483
"Algeria"	"VP"	"132007.151521793"	"0.00417022707187786"	"362.432462263645"	"1.15075531258006e-05"	"127891.214422765"	"161868.694424511"	"1.59375183395606"	"0.125440159992362"	"1443695.67406265"	"13870609.5"	"13870609.5"	"13798662.7857143"	"1575340.39312218"	"13072255.3211635"	"14647595.7142857"	"22920076.9285714"	"23625116.4285714"	"0.00558757676055926"	"0.383803689795875"	"0.0330104404927649"	"0.364571311560517"	"0.364571311560517"	"0.41697221001573"	"0.33113765312097"	"67378089902.0587"	"24475830420.5727"	"42902259481.4861"	0.705533333	0.73835997	0.778862234	35073317	238174	1956	0.008212483
"Algeria"	"Pollinator dependent"	"779875.5"	"0.00418363043546364"	"2889.28571428571"	"1.68098188652336e-05"	"306714"	"488826"	"1.59375183395606"	"1"	"1443695.67406265"	"13870609.5"	"13870609.5"	"13798662.7857143"	"1575340.39312218"	"13072255.3211635"	"14647595.7142857"	"22920076.9285714"	"23625116.4285714"	"0.00558757676055926"	"0.383803689795875"	"0.0330104404927649"	"0.364571311560517"	"0.364571311560517"	"0.41697221001573"	"0.33113765312097"	"67378089902.0587"	"24475830420.5727"	"42902259481.4861"	0.705533333	0.73835997	0.778862234	35073317	238174	1956	0.008212483
"Argentina"	"Total"	"766950.933333333"	"0.00156720247218177"	"40789955"	"0.0930905363159139"	"25247327"	"34649056"	"1.37238512417572"	"1"	"8967224.01892477"	"100413810.8"	"100413810.8"	"100413810.8"	"6398075.94993887"	"78402804.4500612"	"84800880.4"	"76003737.1333333"	"60390806.7333333"	"0.00173196861605797"	"0.410267392343418"	"0.0126997961249292"	"0.567893319609386"	"0.567893319609386"	"0.565372131596324"	"0.570197551839056"	"444984998637.396"	"252710875208.783"	"192274123428.613"	0.799866667	0.675589829	0.678099	40116994	278040	27112	0.097511149
"Argentina"	"VNP"	"662355.951372778"	"0.00144707319764321"	"38116211.9490535"	"0.0937253485026599"	"5084894.84541507"	"5302314.39418893"	"1.04275792428036"	"2.38024358038485"	"8967224.01892477"	"100413810.8"	"100413810.8"	"100413810.8"	"6398075.94993887"	"78402804.4500612"	"84800880.4"	"76003737.1333333"	"60390806.7333333"	"0.00173196861605797"	"0.00606557774514953"	"0.00663421837977964"	"0.567893319609386"	"0.567893319609386"	"0.565372131596324"	"0.570197551839056"	"444984998637.396"	"252710875208.783"	"192274123428.613"	0.799866667	0.675589829	0.678099	40116994	278040	27112	0.097511149
"Argentina"	"VP"	"104594.981960556"	"0.00330425147672759"	"2673743.05094645"	"0.0848937206433917"	"7659607.9285145"	"12800587.7884777"	"1.65703782245299"	"0.166967266871122"	"8967224.01892477"	"100413810.8"	"100413810.8"	"100413810.8"	"6398075.94993887"	"78402804.4500612"	"84800880.4"	"76003737.1333333"	"60390806.7333333"	"0.00173196861605797"	"0.00606557774514953"	"0.00663421837977964"	"0.567893319609386"	"0.567893319609386"	"0.565372131596324"	"0.570197551839056"	"444984998637.396"	"252710875208.783"	"192274123428.613"	0.799866667	0.675589829	0.678099	40116994	278040	27112	0.097511149
"Argentina"	"Pollinator dependent"	"400645.8"	"0.00214925839152619"	"16013576.2"	"0.0931667345931429"	"13547905"	"22449391"	"1.65703782245299"	"1"	"8967224.01892477"	"100413810.8"	"100413810.8"	"100413810.8"	"6398075.94993887"	"78402804.4500612"	"84800880.4"	"76003737.1333333"	"60390806.7333333"	"0.00173196861605797"	"0.00606557774514953"	"0.00663421837977964"	"0.567893319609386"	"0.567893319609386"	"0.565372131596324"	"0.570197551839056"	"444984998637.396"	"252710875208.783"	"192274123428.613"	0.799866667	0.675589829	0.678099	40116994	278040	27112	0.097511149
"Argentina"	"Non pollinator dependent"	"366305.133333333"	"0.00120906910078418"	"24776378.8"	"0.0930413537935904"	"11699422"	"12199665"	"1.04275792428036"	"1"	"8967224.01892477"	"100413810.8"	"100413810.8"	"100413810.8"	"6398075.94993887"	"78402804.4500612"	"84800880.4"	"76003737.1333333"	"60390806.7333333"	"0.00173196861605797"	"0.00606557774514953"	"0.00663421837977964"	"0.567893319609386"	"0.567893319609386"	"0.565372131596324"	"0.570197551839056"	"444984998637.396"	"252710875208.783"	"192274123428.613"	0.799866667	0.675589829	0.678099	40116994	278040	27112	0.097511149
"Armenia"	"Non pollinator dependent"	"260014.4"	"0.000858233609608903"	"6173.4"	"2.318262479541e-05"	"244852"	"240439"	"0.981976867658831"	"1"	"347093.834423526"	"2120490.86666667"	"2120490.86666667"	"2120490.86666667"	"345918.76921421"	"1791019.16411912"	"2136937.93333333"	"2374331.86666667"	"2390778.93333333"	"0.0015045927303414"	"0.108757190543534"	"0.0106314304704709"	"0.848708429425319"	"0.848708429425319"	"0.848037827732908"	"0.848549134309166"	"9237947255.05827"	"7840323441.18795"	"1397623813.87031"	0.708933333	0.7518541	0.752538437	2942990	2974	332	0.111634163
"Armenia"	"VP"	"3597.14860294669"	"0.000113637225806659"	"4772.21381226309"	"0.00015152203428276"	"28595.8355511537"	"42289.1432065659"	"1.47796559905101"	"0.531999607476097"	"347093.834423526"	"2120490.86666667"	"2120490.86666667"	"2120490.86666667"	"345918.76921421"	"1791019.16411912"	"2136937.93333333"	"2374331.86666667"	"2390778.93333333"	"0.0015045927303414"	"0.108757190543534"	"0.0106314304704709"	"0.848708429425319"	"0.848708429425319"	"0.848037827732908"	"0.848549134309166"	"9237947255.05827"	"7840323441.18795"	"1397623813.87031"	0.708933333	0.7518541	0.752538437	2942990	2974	332	0.111634163
"Armenia"	"Pollinator dependent"	"25417.4"	"0.000136351261490268"	"8970.33333333333"	"5.21892583168705e-05"	"33720"	"49837"	"1.47796559905101"	"1"	"347093.834423526"	"2120490.86666667"	"2120490.86666667"	"2120490.86666667"	"345918.76921421"	"1791019.16411912"	"2136937.93333333"	"2374331.86666667"	"2390778.93333333"	"0.0015045927303414"	"0.108757190543534"	"0.0106314304704709"	"0.848708429425319"	"0.848708429425319"	"0.848037827732908"	"0.848549134309166"	"9237947255.05827"	"7840323441.18795"	"1397623813.87031"	0.708933333	0.7518541	0.752538437	2942990	2974	332	0.111634163
"Armenia"	"VNP"	"281834.651397053"	"0.000615734439101099"	"10371.5195210703"	"2.55029089174375e-05"	"37208.241803942"	"36537.6327377273"	"0.981976867658831"	"1.15620224306829"	"347093.834423526"	"2120490.86666667"	"2120490.86666667"	"2120490.86666667"	"345918.76921421"	"1791019.16411912"	"2136937.93333333"	"2374331.86666667"	"2390778.93333333"	"0.0015045927303414"	"0.108757190543534"	"0.0106314304704709"	"0.848708429425319"	"0.848708429425319"	"0.848037827732908"	"0.848549134309166"	"9237947255.05827"	"7840323441.18795"	"1397623813.87031"	0.708933333	0.7518541	0.752538437	2942990	2974	332	0.111634163
"Armenia"	"Total"	"285431.8"	"0.000583256898397795"	"15143.7333333333"	"3.45609172117298e-05"	"278572"	"290276"	"1.04201427279124"	"1"	"347093.834423526"	"2120490.86666667"	"2120490.86666667"	"2120490.86666667"	"345918.76921421"	"1791019.16411912"	"2136937.93333333"	"2374331.86666667"	"2390778.93333333"	"0.0015045927303414"	"0.00258217098784318"	"0.119388621014005"	"0.848708429425319"	"0.848708429425319"	"0.848037827732908"	"0.848549134309166"	"9237947255.05827"	"7840323441.18795"	"1397623813.87031"	0.708933333	0.7518541	0.752538437	2942990	2974	332	0.111634163
"Australia"	"Pollinator dependent"	"366458.6"	"0.00196586166932722"	"2391358.06666667"	"0.0139128836389653"	"2500115"	"3443747"	"1.37743543796985"	"1"	"921266.20468809"	"43270291.8"	"43270291.8"	"43270291.8"	"663506.52980384"	"40581885.8035295"	"41245392.3333333"	"22488536.1333333"	"20463636.6666667"	"0.00345602462627326"	"0.0105641926467615"	"0.0179077944927026"	"0.460904335132173"	"0.460904335132173"	"0.462908795574547"	"0.460275743220951"	"438548615081.411"	"202128439071.671"	"236420176009.74"	0.9222	0.798760651	0.765258504	21431563	774122	124751	0.161151601
"Australia"	"Total"	"582640.4"	"0.00119057873924787"	"23389295.5333333"	"0.053378878825667"	"21152264"	"23198124"	"1.09672061581682"	"1"	"921266.20468809"	"43270291.8"	"43270291.8"	"43270291.8"	"663506.52980384"	"40581885.8035295"	"41245392.3333333"	"22488536.1333333"	"20463636.6666667"	"0.00345602462627326"	"1.02610976771643"	"0.0284719871394641"	"0.460904335132173"	"0.460904335132173"	"0.462908795574547"	"0.460275743220951"	"438548615081.411"	"202128439071.671"	"236420176009.74"	0.9222	0.798760651	0.765258504	21431563	774122	124751	0.161151601
"Australia"	"VP"	"70722.8322631084"	"0.0022341991801467"	"328482.507147358"	"0.0104296118462608"	"1157325.22344786"	"1585073.20988992"	"1.37743543796985"	"0.137362326339206"	"921266.20468809"	"43270291.8"	"43270291.8"	"43270291.8"	"663506.52980384"	"40581885.8035295"	"41245392.3333333"	"22488536.1333333"	"20463636.6666667"	"0.00345602462627326"	"0.0105641926467615"	"0.0179077944927026"	"0.460904335132173"	"0.460904335132173"	"0.462908795574547"	"0.460275743220951"	"438548615081.411"	"202128439071.671"	"236420176009.74"	0.9222	0.798760651	0.765258504	21431563	774122	124751	0.161151601
"Australia"	"Non pollinator dependent"	"216181.8"	"0.000713554659071766"	"20997937.4666667"	"0.0788523837378455"	"18652149"	"19754377"	"1.05909388778741"	"1"	"921266.20468809"	"43270291.8"	"43270291.8"	"43270291.8"	"663506.52980384"	"40581885.8035295"	"41245392.3333333"	"22488536.1333333"	"20463636.6666667"	"0.00345602462627326"	"0.0105641926467615"	"0.0179077944927026"	"0.460904335132173"	"0.460904335132173"	"0.462908795574547"	"0.460275743220951"	"438548615081.411"	"202128439071.671"	"236420176009.74"	0.9222	0.798760651	0.765258504	21431563	774122	124751	0.161151601
"Australia"	"VNP"	"511917.567736891"	"0.00111840497566216"	"23060813.026186"	"0.0567050771079478"	"10017905.171533"	"10609902.1356045"	"1.05909388778741"	"9.64339608845388"	"921266.20468809"	"43270291.8"	"43270291.8"	"43270291.8"	"663506.52980384"	"40581885.8035295"	"41245392.3333333"	"22488536.1333333"	"20463636.6666667"	"0.00345602462627326"	"0.0105641926467615"	"0.0179077944927026"	"0.460904335132173"	"0.460904335132173"	"0.462908795574547"	"0.460275743220951"	"438548615081.411"	"202128439071.671"	"236420176009.74"	0.9222	0.798760651	0.765258504	21431563	774122	124751	0.161151601
"Austria"	"VP"	"196170.925568002"	"0.00619721958309177"	"118071.097482248"	"0.00374886239056087"	"68662.9111874932"	"76568.9396363482"	"1.08558699005547"	"0.258753451582154"	"392716.151147925"	"10285236.8"	"10285236.8"	"10285236.8"	"470815.979233679"	"10378944.1540997"	"10849760.1333333"	"10361486.8666667"	"10926010.2"	"0.0179544885989583"	"0.133799692041291"	"0.0934312386663035"	"0.573218408080333"	"0.573218408080333"	"0.563383366597962"	"0.578721758004854"	"16354122305.9672"	"9374674551.95363"	"6979447754.01354"	0.868066667	0.868372471	0.856101282	8315222	8387.9	3869	0.461259672
"Austria"	"Non pollinator dependent"	"1461896.8"	"0.00482530570437523"	"1385646.73333333"	"0.00520344191496618"	"946800"	"840900"	"0.888149556400507"	"1"	"392716.151147925"	"10285236.8"	"10285236.8"	"10285236.8"	"470815.979233679"	"10378944.1540997"	"10849760.1333333"	"10361486.8666667"	"10926010.2"	"0.0179544885989583"	"0.133799692041291"	"0.0934312386663035"	"0.573218408080333"	"0.573218408080333"	"0.563383366597962"	"0.578721758004854"	"16354122305.9672"	"9374674551.95363"	"6979447754.01354"	0.868066667	0.868372471	0.856101282	8315222	8387.9	3869	0.461259672
"Austria"	"VNP"	"2286556.54109867"	"0.00499552344726714"	"1723882.96918442"	"0.00423891892196863"	"413388.62850505"	"367150.927027774"	"0.888149556400507"	"3.777898892379"	"392716.151147925"	"10285236.8"	"10285236.8"	"10285236.8"	"470815.979233679"	"10378944.1540997"	"10849760.1333333"	"10361486.8666667"	"10926010.2"	"0.0179544885989583"	"0.133799692041291"	"0.0934312386663035"	"0.573218408080333"	"0.573218408080333"	"0.563383366597962"	"0.578721758004854"	"16354122305.9672"	"9374674551.95363"	"6979447754.01354"	0.868066667	0.868372471	0.856101282	8315222	8387.9	3869	0.461259672
"Austria"	"Pollinator dependent"	"1020830.66666667"	"0.00547623081699747"	"456307.333333333"	"0.00265478889203846"	"121876"	"132307"	"1.08558699005547"	"1"	"392716.151147925"	"10285236.8"	"10285236.8"	"10285236.8"	"470815.979233679"	"10378944.1540997"	"10849760.1333333"	"10361486.8666667"	"10926010.2"	"0.0179544885989583"	"0.133799692041291"	"0.0934312386663035"	"0.573218408080333"	"0.573218408080333"	"0.563383366597962"	"0.578721758004854"	"16354122305.9672"	"9374674551.95363"	"6979447754.01354"	0.868066667	0.868372471	0.856101282	8315222	8387.9	3869	0.461259672
"Austria"	"Total"	"2482727.46666667"	"0.00507325365209838"	"1841954.06666667"	"0.00420369406966197"	"1068676"	"973207"	"0.910666095243086"	"1"	"392716.151147925"	"10285236.8"	"10285236.8"	"10285236.8"	"470815.979233679"	"10378944.1540997"	"10849760.1333333"	"10361486.8666667"	"10926010.2"	"0.0179544885989583"	"0.126820926209032"	"0.227230930707594"	"0.573218408080333"	"0.573218408080333"	"0.563383366597962"	"0.578721758004854"	"16354122305.9672"	"9374674551.95363"	"6979447754.01354"	0.868066667	0.868372471	0.856101282	8315222	8387.9	3869	0.461259672
"Azerbaijan"	"Pollinator dependent"	"60798.8666666667"	"0.000326154609329775"	"130570.266666667"	"0.000759655758860986"	"213095"	"169458"	"0.795222787958422"	"1"	"580982.556456577"	"5425023.06666667"	"5425023.06666667"	"5425023.06666667"	"558277.275526665"	"4796974.39114"	"5355251.66666667"	"6554160.06666667"	"6484388.66666667"	"0.00147231746276522"	"0.189050975044371"	"0.00937619100150587"	"0.457222503780722"	"0.457222503780722"	"0.457804807154282"	"0.459412480290187"	"32975245217.187"	"15077009999.2666"	"17898235217.9205"	0.714933333	0.753100324	0.742146862	8807767	8660	1139.4	0.131570439
"Azerbaijan"	"Non pollinator dependent"	"1225880"	"0.00404628134959972"	"96743"	"0.000363293593576044"	"869414"	"1079358"	"1.24147759295341"	"1"	"580982.556456577"	"5425023.06666667"	"5425023.06666667"	"5425023.06666667"	"558277.275526665"	"4796974.39114"	"5355251.66666667"	"6554160.06666667"	"6484388.66666667"	"0.00147231746276522"	"0.189050975044371"	"0.00937619100150587"	"0.457222503780722"	"0.457222503780722"	"0.457804807154282"	"0.459412480290187"	"32975245217.187"	"15077009999.2666"	"17898235217.9205"	0.714933333	0.753100324	0.742146862	8807767	8660	1139.4	0.131570439
"Azerbaijan"	"VNP"	"1277131.78799738"	"0.00279019638374024"	"195060.907067465"	"0.000479642403043073"	"471392.091392767"	"585222.718959569"	"1.24147759295341"	"1.49391520785844"	"580982.556456577"	"5425023.06666667"	"5425023.06666667"	"5425023.06666667"	"558277.275526665"	"4796974.39114"	"5355251.66666667"	"6554160.06666667"	"6484388.66666667"	"0.00147231746276522"	"0.189050975044371"	"0.00937619100150587"	"0.457222503780722"	"0.457222503780722"	"0.457804807154282"	"0.459412480290187"	"32975245217.187"	"15077009999.2666"	"17898235217.9205"	0.714933333	0.753100324	0.742146862	8807767	8660	1139.4	0.131570439
"Azerbaijan"	"VP"	"9547.0786692902"	"0.000301600977409537"	"32252.3595992016"	"0.00102404111155544"	"97555.9153805417"	"77851.1200850145"	"0.795222787958422"	"0.247011516653625"	"580982.556456577"	"5425023.06666667"	"5425023.06666667"	"5425023.06666667"	"558277.275526665"	"4796974.39114"	"5355251.66666667"	"6554160.06666667"	"6484388.66666667"	"0.00147231746276522"	"0.189050975044371"	"0.00937619100150587"	"0.457222503780722"	"0.457222503780722"	"0.457804807154282"	"0.459412480290187"	"32975245217.187"	"15077009999.2666"	"17898235217.9205"	0.714933333	0.753100324	0.742146862	8807767	8660	1139.4	0.131570439
"Azerbaijan"	"Total"	"1286678.86666667"	"0.00262922465193433"	"227313.266666667"	"0.000518772671009869"	"1082509"	"1248816"	"1.15363105526143"	"1"	"580982.556456577"	"5425023.06666667"	"5425023.06666667"	"5425023.06666667"	"558277.275526665"	"4796974.39114"	"5355251.66666667"	"6554160.06666667"	"6484388.66666667"	"0.00147231746276522"	"0.0149193709651169"	"0.198427166045877"	"0.457222503780722"	"0.457222503780722"	"0.457804807154282"	"0.459412480290187"	"32975245217.187"	"15077009999.2666"	"17898235217.9205"	0.714933333	0.753100324	0.742146862	8807767	8660	1139.4	0.131570439
"Bahrain"	"VNP"	"230763.899422342"	"0.000504158305131261"	"19060.233659116"	"4.68679060928334e-05"	"1069.26833817694"	"3809.26845475536"	"3.5625"	"4.45890669609198"	"324.930896989826"	"24426.6428571429"	"24426.6428571429"	"23412.3571428571"	"16116.3365623348"	"92667.0205805223"	"108783.357142857"	"167565"	"250907.428571429"	"0.0638150575987062"	"0.630289087836607"	"0.353243256477062"	"0.0329020175702161"	"0.0329020175702161"	"0.0314598386078417"	"0.0309936072414875"	"21348891.6075192"	"702232.172509628"	"20646659.4350096"	0.8114	0.769500771	0.726859911	1071091	77.8	0.6	0.007712082
"Bahrain"	"Non pollinator dependent"	"158144.214285714"	"0.000521989089316562"	"15005.8571428571"	"5.63506586121716e-05"	"1104"	"3933"	"3.5625"	"1"	"324.930896989826"	"24426.6428571429"	"24426.6428571429"	"23412.3571428571"	"16116.3365623348"	"92667.0205805223"	"108783.357142857"	"167565"	"250907.428571429"	"0.0638150575987062"	"0.630289087836607"	"0.353243256477062"	"0.0329020175702161"	"0.0329020175702161"	"0.0314598386078417"	"0.0309936072414875"	"21348891.6075192"	"702232.172509628"	"20646659.4350096"	0.8114	0.769500771	0.726859911	1071091	77.8	0.6	0.007712082
"Bahrain"	"Pollinator dependent"	"88631.3571428571"	"0.000475461587496088"	"4274.64285714286"	"2.48698049441262e-05"	"341"	"209"	"0.612903225806452"	"1"	"324.930896989826"	"24426.6428571429"	"24426.6428571429"	"23412.3571428571"	"16116.3365623348"	"92667.0205805223"	"108783.357142857"	"167565"	"250907.428571429"	"0.0638150575987062"	"0.630289087836607"	"0.353243256477062"	"0.0329020175702161"	"0.0329020175702161"	"0.0314598386078417"	"0.0309936072414875"	"21348891.6075192"	"702232.172509628"	"20646659.4350096"	0.8114	0.769500771	0.726859911	1071091	77.8	0.6	0.007712082
